SnowToday Calculated SWE Summary Data : 2024-03-05
Column01 : site name
Column02 : latitude
Column03 : longitude
Column04 : elevation
Column05 : SWE (cm)
Column06 : percent of median long-term (25+yr) SWE on this date
Column07 : percent of long-term (25+yr) peak SWE
Column08 : daily change in SWE (cm)
Column09 : State
Column10 : HUC02
Column11 : HUC04
Name,Lat,Lon,Elev_m,SWE,normSWE,percentPeakSWE,dSWE,State,HUC02,HUC04
Divide Peak,41.3000,-107.1500,2706.6,42.9,105.0,79.0,1.0,USWY,HUC10,NaN
Dome Lake,44.5700,-107.3000,2706.6,NaN,NaN,NaN,NaN,USWY,HUC10,NaN
East Rim Divide,43.1300,-110.2000,2417.1,20.1,85.0,67.0,0.0,USWY,HUC14,NaN
Elkhart Park G.S.,43.0100,-109.7600,2865.1,20.8,85.0,60.0,0.0,USWY,HUC14,NaN
Evening Star,44.6500,-109.7800,2804.2,45.2,81.0,60.0,0.5,USWY,HUC10,NaN
Grand Targhee,43.7800,-110.9300,2822.4,82.5,NaN,NaN,-0.5,USWY,HUC17,NaN
Granite Creek,43.3400,-110.4300,2063.5,32.0,89.0,73.0,0.0,USWY,HUC17,NaN
Grassy Lake,44.1300,-110.8300,2214.4,61.0,89.0,70.0,1.0,USWY,HUC17,NaN
Grave Springs,43.4700,-107.2400,2606.0,8.1,48.0,32.0,0.0,USWY,HUC10,NaN
Gros Ventre Summit,43.3900,-110.1300,2667.0,24.4,98.0,68.0,0.0,USWY,HUC17,NaN
Gunsight Pass,43.3800,-109.8800,2993.1,27.2,101.0,70.0,0.0,USWY,HUC17,NaN
Hams Fork,42.1500,-110.6800,2389.6,NaN,NaN,NaN,NaN,USWY,HUC14,NaN
Hansen Sawmill,44.2600,-106.9800,2548.1,9.1,71.0,48.0,0.0,USWY,HUC10,NaN
Hobbs Park,42.8700,-109.0900,3078.5,32.3,114.0,67.0,0.0,USWY,HUC10,NaN
Indian Creek,42.3000,-110.6800,2872.7,48.5,100.0,69.0,0.5,USWY,HUC14,NaN
Kelley R.S.,42.2700,-110.8000,2493.3,35.3,115.0,84.0,0.0,USWY,HUC14,NaN
Kendall R.S.,43.2500,-110.0200,2359.2,20.8,81.0,61.0,0.0,USWY,HUC14,NaN
Kirwin,43.8600,-109.3200,2910.8,27.4,136.0,83.0,0.0,USWY,HUC10,NaN
Laprele Creek,42.4400,-105.8600,2552.7,14.2,72.0,51.0,0.0,USWY,HUC10,NaN
Larsen Creek,42.5800,-109.0900,2743.2,17.5,NaN,NaN,-0.8,USWY,HUC10,NaN
Lewis Lake Divide,44.2100,-110.6700,2392.7,66.8,102.0,75.0,1.3,USWY,HUC17,NaN
Little Goose,44.5400,-107.1800,2703.6,15.0,NaN,NaN,0.0,USWY,HUC10,NaN
Little Snake River,41.0700,-106.9400,2717.3,64.8,NaN,NaN,1.3,USWY,HUC14,NaN
Little Warm,43.5000,-109.7500,2856.0,21.8,104.0,69.0,0.0,USWY,HUC10,NaN
Loomis Park,43.1700,-110.1400,2511.6,27.9,89.0,66.0,0.5,USWY,HUC14,NaN
Marquette,44.3000,-109.2400,2670.0,23.9,159.0,85.0,0.0,USWY,HUC10,NaN
Med Bow,41.3800,-106.3500,3200.4,76.2,NaN,NaN,1.8,USWY,HUC10,NaN
Middle Powder,43.6300,-107.1800,2365.2,10.9,53.0,31.0,0.0,USWY,HUC10,NaN
New Fork Lake,43.1100,-109.9500,2542.0,19.1,89.0,68.0,0.0,USWY,HUC14,NaN
North French Creek,41.3300,-106.3800,3087.6,54.9,97.0,63.0,1.3,USWY,HUC10,NaN
Old Battle,41.1500,-106.9700,3048.0,66.3,107.0,70.0,1.3,USWY,HUC10,NaN
Owl Creek,43.6600,-109.0100,2735.6,12.2,110.0,76.0,NaN,USWY,HUC10,NaN
Parker Peak,44.7300,-109.9100,2865.1,41.9,96.0,63.0,0.5,USWY,HUC10,NaN
Phillips Bench,43.5200,-110.9100,2499.4,53.6,99.0,71.0,0.8,USWY,HUC17,NaN
Pocket Creek,42.7100,-109.4100,2852.9,NaN,NaN,NaN,NaN,USWY,HUC14,NaN
Powder River Pass,44.1600,-107.1300,2889.5,13.2,62.0,43.0,0.5,USWY,HUC10,NaN
Reno Hill,42.5700,-106.0900,2560.3,17.3,65.0,40.0,0.0,USWY,HUC10,NaN
Sage Creek Basin,41.4000,-107.2600,2392.7,28.4,NaN,NaN,0.5,USWY,HUC10,NaN
Salt River Summit,42.5100,-110.9100,2328.7,32.8,119.0,91.0,0.0,USWY,HUC17,NaN
Sand Lake,41.4600,-106.2800,3063.2,55.4,99.0,63.0,1.3,USWY,HUC10,NaN
Sandstone RS,41.1100,-107.1700,2484.1,41.7,145.0,113.0,0.5,USWY,HUC14,NaN
Shell Creek,44.5000,-107.4300,2920.0,25.1,83.0,54.0,0.5,USWY,HUC10,NaN
Snake River Station,44.1300,-110.6700,2109.2,37.3,100.0,84.0,0.5,USWY,HUC17,NaN
Snider Basin,42.4900,-110.5300,2456.7,21.3,80.0,60.0,0.0,USWY,HUC14,NaN
Soldier Park,44.3500,-107.0100,2657.9,7.6,NaN,NaN,0.0,USWY,HUC10,NaN
South Brush Creek,41.3300,-106.5000,2572.5,21.6,84.0,64.0,0.8,USWY,HUC10,NaN
South Pass,42.5700,-108.8400,2755.4,29.0,97.0,66.0,0.5,USWY,HUC10,NaN
Spring Creek Divide,42.5300,-110.6600,2743.2,48.3,97.0,67.0,0.0,USWY,HUC14,NaN
St. Lawrence Alt,43.0300,-109.1700,2627.4,11.7,94.0,63.0,0.0,USWY,HUC10,NaN
Sucker Creek,44.7200,-107.4000,2706.6,18.8,78.0,50.0,0.0,USWY,HUC10,NaN
Sylvan Lake,44.4800,-110.1600,2566.4,34.5,84.0,61.0,0.5,USWY,HUC10,NaN
Sylvan Road,44.4800,-110.0400,2170.2,19.3,74.0,60.0,0.0,USWY,HUC10,NaN
Thumb Divide,44.3700,-110.5800,2432.3,37.3,113.0,82.0,0.5,USWY,HUC10,NaN
Tie Creek,44.8100,-107.4100,2094.0,4.6,41.0,28.0,0.5,USWY,HUC10,NaN
Timber Creek,44.0300,-109.1800,2423.2,18.0,182.0,119.0,0.0,USWY,HUC10,NaN
Togwotee Pass,43.7500,-110.0600,2920.0,42.7,88.0,61.0,0.0,USWY,HUC10,NaN
Townsend Creek,42.7000,-108.9000,2651.8,17.5,100.0,63.0,0.0,USWY,HUC10,NaN
Triple Peak,42.7600,-110.5900,2590.8,50.0,100.0,77.0,0.8,USWY,HUC14,NaN
Two Ocean Plateau,44.1500,-110.2200,2816.4,57.1,99.0,65.0,1.0,USWY,HUC17,NaN
Webber Springs,41.1600,-106.9300,2819.4,49.8,105.0,77.0,1.0,USWY,HUC10,NaN
Whiskey Park,41.0000,-106.9100,2728.0,68.1,118.0,87.0,1.0,USCO,HUC14,NaN
Willow Creek,42.8200,-110.8400,2462.8,69.1,115.0,86.0,0.0,USWY,HUC17,NaN
Windy Peak,42.2800,-105.5800,2407.9,14.2,92.0,62.0,0.0,USWY,HUC10,NaN
Wolverine,44.8000,-109.6600,2331.7,21.6,90.0,74.0,0.0,USWY,HUC10,NaN
Younts Peak,43.9300,-109.8200,2545.1,30.2,97.0,73.0,0.0,USWY,HUC10,NaN
ADIN MOUNTAIN,41.2370,-120.7920,1889.8,37.8,134.0,95.0,1.3,USCA,HUC18,NaN
AGNEW PASS,37.7244,-119.1430,2880.4,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
ALPHA (SMUD),38.8042,-120.2156,2316.5,90.6,130.0,102.0,0.0,USCA,HUC18,NaN
BLACKCAP BASIN,37.0670,-118.7700,3139.4,53.3,78.0,61.0,0.0,USCA,HUC18,NaN
BEACH MEADOWS,36.1261,-118.2935,2331.7,21.1,139.0,77.0,0.0,USCA,HUC18,NaN
BIG FLAT,41.0800,-122.9420,1554.5,44.5,100.0,86.0,0.9,USCA,HUC18,NaN
BIG PINE CREEK,37.1279,-118.4782,2987.0,47.0,150.0,96.0,0.5,USCA,HUC18,NaN
BIG MEADOWS (DWR),36.7154,-118.8434,2316.5,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
BUCKS LAKE,39.8500,-121.2420,1752.6,91.7,96.0,80.0,3.7,USCA,HUC18,NaN
BLACKS MOUNTAIN,40.7698,-121.1997,2148.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
BLUE CANYON,39.2761,-120.7081,1609.3,39.1,205.0,106.0,0.6,USCA,HUC18,NaN
BLOODS CREEK,38.4500,-120.0330,2194.6,82.0,135.0,105.0,0.6,USCA,HUC18,NaN
BLUE LAKES,38.6130,-119.9310,2438.4,72.1,117.0,85.0,1.0,USCA,HUC18,NaN
BLACK SPRINGS,38.3750,-120.1920,1981.2,76.3,138.0,100.0,0.0,USCA,HUC18,NaN
BIG MEADOWS (SCS),39.4580,-119.9460,2651.8,50.3,109.0,87.0,0.0,USNV,HUC16,NaN
BONANZA KING,41.0830,-122.6280,1966.0,111.9,143.0,127.0,2.4,USCA,HUC18,NaN
BISHOP PASS,37.1000,-118.5570,3413.8,43.8,103.0,60.0,0.0,USCA,HUC18,NaN
BURNSIDE LAKE,38.7194,-119.8942,2477.7,59.7,NaN,NaN,0.0,USCA,HUC16,NaN
BETA,38.8000,-120.2000,2316.5,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
CAPLES LAKE,38.7100,-120.0420,2438.4,73.1,113.0,93.0,1.0,USCA,HUC18,NaN
CRABTREE MEADOW,36.5637,-118.3479,3261.4,33.1,95.0,77.0,0.0,USCA,HUC18,NaN
CEDAR PASS,41.5830,-120.3030,2164.1,45.0,120.0,92.0,0.8,USCA,HUC18,NaN
CHILKOOT MEADOW,37.4100,-119.4900,2179.3,71.3,109.0,80.0,0.6,USCA,HUC18,NaN
CHAGOOPA PLATEAU,36.4971,-118.4467,3139.4,41.4,106.0,79.0,0.0,USCA,HUC18,NaN
CHARLOTTE LAKE,36.7777,-118.4266,3169.9,57.5,100.0,80.0,0.6,USCA,HUC18,NaN
CENT SIERRA SNOW LAB,39.3250,-120.3670,2103.1,94.0,112.0,92.0,1.3,USCA,HUC18,NaN
CASA VIEJA MEADOWS,36.1984,-118.2716,2529.8,45.3,118.0,88.0,0.0,USCA,HUC18,NaN
COTTONWOOD LAKES,36.4838,-118.1775,3093.7,29.0,120.0,77.0,-1.0,USCA,HUC18,NaN
CROWDER FLAT,41.8934,-120.7519,1554.5,4.3,NaN,NaN,0.5,USCA,HUC18,NaN
CARSON PASS,38.6924,-120.0021,2546.0,72.6,NaN,NaN,0.0,USCA,HUC18,NaN
DANA MEADOWS,37.8970,-119.2570,2987.0,55.8,94.0,72.0,0.0,USCA,HUC18,NaN
DEADMAN CREEK,38.3316,-119.6541,2819.4,58.3,104.0,75.0,1.1,USCA,HUC18,NaN
DEVIL'S POSTPILE,37.6294,-119.0847,2307.0,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
DISMAL SWAMP,41.9930,-120.1650,2148.8,77.7,119.0,98.0,1.8,USCA,HUC17,NaN
EBBETTS PASS,38.5610,-119.8080,2651.8,72.1,97.0,71.0,-0.5,USCA,HUC16,NaN
ECHO PEAK 5,38.8490,-120.0790,2377.4,88.4,98.0,79.0,-0.8,USCA,HUC16,NaN
FORESTDALE CREEK,38.6824,-119.9597,2443.6,85.6,NaN,NaN,-0.5,USCA,HUC16,NaN
FALLEN LEAF LAKE,38.9320,-120.0560,1905.0,24.1,153.0,111.0,-0.8,USCA,HUC16,NaN
FOUR TREES,39.8124,-121.3225,1569.7,43.0,99.0,62.0,1.1,USCA,HUC18,NaN
FORNI RIDGE,38.8050,-120.2130,2316.5,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
FAREWELL GAP,36.4151,-118.5789,2895.6,67.9,NaN,NaN,-0.7,USCA,HUC18,NaN
GEM PASS,37.7800,-119.1700,3276.6,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
GIN FLAT,37.7670,-119.7730,2148.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
GREEK STORE,39.0750,-120.5580,1706.9,53.9,101.0,82.0,0.6,USCA,HUC18,NaN
GIANT FOREST (USACE),36.5620,-118.7650,2026.9,24.9,120.0,75.0,3.0,USCA,HUC18,NaN
GIANELLI MEADOW,38.2043,-119.8932,2560.3,105.0,135.0,90.0,0.6,USCA,HUC18,NaN
GOLD LAKE,39.6748,-120.6172,2057.4,94.0,121.0,89.0,2.1,USCA,HUC18,NaN
GREEN MOUNTAIN,37.5550,-119.2380,2407.9,63.1,105.0,83.0,0.0,USCA,HUC18,NaN
GRAVEYARD MEADOW,37.4650,-119.2900,2103.1,59.4,173.0,108.0,0.0,USCA,HUC18,NaN
GRIZZLY RIDGE,39.9170,-120.6450,2103.1,70.1,135.0,97.0,1.2,USCA,HUC18,NaN
HAGANS MEADOW,38.8530,-119.9400,2438.4,41.4,110.0,90.0,0.0,USCA,HUC16,NaN
HIGHLAND MEADOW,38.4873,-119.8058,2651.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
HIGHLAND LAKES,41.0930,-122.4830,1837.9,85.2,144.0,104.0,2.8,USCA,HUC18,NaN
HUMBUG,40.1150,-121.3680,1981.2,88.6,113.0,93.0,1.5,USCA,HUC18,NaN
HUNTINGTON LAKE (USBR),37.2280,-119.2210,2133.6,42.4,99.0,73.0,0.0,USCA,HUC18,NaN
HORSE MEADOW (NRCS),38.8365,-119.8873,2608.2,52.6,NaN,NaN,0.5,USCA,HUC16,NaN
HARKNESS FLAT,40.4180,-121.2750,1889.8,63.6,NaN,NaN,2.6,USCA,HUC18,NaN
HORSE MEADOW,38.1580,-119.6620,2560.3,89.7,100.0,80.0,0.0,USCA,HUC18,NaN
HULL MTN,39.5333,-122.9483,1969.3,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
HEAVENLY VALLEY,38.9290,-119.9170,2682.2,53.3,96.0,75.0,0.0,USCA,HUC16,NaN
HUYSINK,39.2820,-120.5270,2011.7,68.6,99.0,77.0,0.9,USCA,HUC18,NaN
INDEPENDENCE CAMP,39.4526,-120.2986,2133.6,55.6,146.0,104.0,0.8,USCA,HUC16,NaN
INDEPENDENCE LAKE (SCS),39.4350,-120.3220,2575.6,92.7,100.0,77.0,1.0,USCA,HUC16,NaN
INDEPENDENCE CREEK,39.4940,-120.2930,1981.2,29.2,100.0,76.0,0.0,USCA,HUC16,NaN
LOWER KIBBIE RIDGE,38.0320,-119.8770,2042.2,43.2,99.0,78.0,0.0,USCA,HUC18,NaN
KAISER POINT,37.3000,-119.1000,2804.2,58.8,110.0,68.0,0.6,USCA,HUC18,NaN
KETTLE ROCK,40.1400,-120.7150,2225.0,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
LOBDELL LAKE,38.4400,-119.3770,2804.2,34.3,92.0,70.0,0.0,USCA,HUC16,NaN
LOWER LASSEN PEAK,40.4666,-121.5081,2514.6,202.3,NaN,NaN,2.7,USCA,HUC18,NaN
LAKE LOIS,38.9250,-120.1970,2621.3,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
LEAVITT MEADOWS,38.3050,-119.5520,2194.6,31.2,128.0,96.0,0.0,USCA,HUC16,NaN
LEAVITT LAKE,38.2820,-119.6210,2926.1,129.8,111.0,82.0,1.3,USCA,HUC16,NaN
MAMMOTH PASS (LADWP),37.6100,-119.0330,2834.6,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
MIDDLE BOULDER 3,41.2250,-122.8110,1889.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
MUD LAKE,38.6150,-120.1400,2407.9,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
MEADOW LAKE,39.4061,-120.5063,2194.6,127.6,NaN,NaN,1.6,USCA,HUC18,NaN
MEDICINE LAKE,41.5869,-121.6131,2042.2,66.1,111.0,86.0,1.5,USCA,HUC18,NaN
MAMMOTH PASS (USBR),37.6100,-119.0330,2834.6,79.5,103.0,78.0,0.0,USCA,HUC18,NaN
MONITOR PASS,38.6700,-119.6150,2545.1,35.8,103.0,80.0,0.0,USCA,HUC16,NaN
MARLETTE LAKE,39.1730,-119.9050,2438.4,47.5,93.0,73.0,0.8,USNV,HUC16,NaN
MOUNT ROSE SKI AREA,39.3260,-119.9020,2712.7,81.8,100.0,72.0,0.5,USNV,HUC16,NaN
MITCHELL MEADOW,36.7370,-118.7120,3017.5,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
MUMBO BASIN,41.1970,-122.5230,1722.1,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
NOEL SPRING,39.5380,-122.6670,1554.5,22.8,NaN,NaN,1.1,USCA,HUC18,NaN
PARADISE MEADOW,38.0470,-119.6700,2331.7,81.7,100.0,95.0,0.0,USCA,HUC18,NaN
PETERSON FLAT,41.3023,-122.5277,2179.3,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
PILOT PEAK (DWR),39.7859,-120.8778,2072.6,106.1,154.0,112.0,3.6,USCA,HUC18,NaN
PASCOES,35.9670,-118.3500,2788.9,58.7,104.0,74.0,0.5,USCA,HUC18,NaN
PLASKETT MEADOWS,39.7250,-122.8500,1828.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
POISON FLAT,38.5010,-119.6310,2407.9,43.2,106.0,87.0,0.0,USCA,HUC16,NaN
POISON RIDGE,37.4030,-119.5200,2103.1,63.1,122.0,85.0,0.0,USCA,HUC18,NaN
QUAKING ASPEN,36.1175,-118.5399,2194.6,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
ROBBS SADDLE,38.9115,-120.3793,1798.3,44.3,91.0,73.0,0.0,USCA,HUC18,NaN
ROBBS POWERHOUSE,38.9024,-120.3765,1569.7,16.5,66.0,48.0,0.0,USCA,HUC18,NaN
ROBINSON COW CAMP,39.6219,-120.6800,1975.1,113.9,NaN,NaN,1.9,USCA,HUC18,NaN
ROCK CREEK LAKES,37.4573,-118.7351,2956.6,25.2,98.0,74.0,0.0,USCA,HUC18,NaN
LOWER RELIEF VALLEY,38.2430,-119.7580,2468.9,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
RUBICON PEAK 2,39.0010,-120.1400,2286.0,61.0,113.0,83.0,0.5,USCA,HUC16,NaN
RED ROCK MOUNTAIN,41.0230,-122.8850,2042.2,122.7,147.0,115.0,2.7,USCA,HUC18,NaN
RATTLESNAKE,40.1250,-121.0430,1859.3,55.9,132.0,100.0,1.2,USCA,HUC18,NaN
SCHNEIDERS,38.7470,-120.0680,2667.0,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
SCOTT MOUNTAIN,41.2720,-122.7180,1798.3,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
SAND FLAT,41.3504,-122.2464,2057.4,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
SUMMIT MEADOW,38.3975,-119.5356,2838.6,42.9,NaN,NaN,-0.8,USCA,HUC16,NaN
SHIMMY LAKE,41.0080,-122.8000,1950.7,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
SILVER LAKE,38.6780,-120.1180,2164.1,62.5,117.0,93.0,0.5,USCA,HUC18,NaN
SLIDE CANYON,38.0920,-119.4300,2804.2,75.6,93.0,71.0,0.0,USCA,HUC18,NaN
SOUTH LAKE,37.1759,-118.5627,2926.1,26.7,86.0,54.0,0.0,USCA,HUC18,NaN
STANISLAUS MEADOW,38.5055,-119.9373,2362.2,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
SLATE CREEK,41.0450,-122.4780,1737.4,91.4,137.0,110.0,2.1,USCA,HUC18,NaN
SNOW FLAT,37.8270,-119.4970,2651.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
SNOW MOUNTAIN,40.7780,-121.7820,1813.6,83.1,149.0,101.0,3.0,USCA,HUC18,NaN
SONORA PASS BRIDGE,38.3180,-119.6010,2667.0,52.8,100.0,72.0,0.0,USCA,HUC16,NaN
SPRATT CREEK,38.6663,-119.8174,1874.5,17.3,174.0,83.0,-0.5,USCA,HUC16,NaN
SQUAW VALLEY GOLD COAST,39.1940,-120.2760,2499.4,69.1,63.0,50.0,-3.6,USCA,HUC16,NaN
SIERRA SNOW LAB,39.3190,-120.3670,2118.4,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
STATE LAKES,36.9270,-118.5740,3139.4,57.9,88.0,79.0,0.0,USCA,HUC18,NaN
STOUTS MEADOW,41.1700,-121.9380,1645.9,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
OSTRANDER LAKE,37.6370,-119.5500,2499.4,72.0,111.0,83.0,0.7,USCA,HUC18,NaN
SAWMILL,37.1619,-118.5625,3109.0,30.6,100.0,68.0,0.0,USCA,HUC18,NaN
TAHOE CITY CROSS,39.1714,-120.1547,2057.4,42.7,129.0,103.0,0.0,USCA,HUC16,NaN
TIOGA PASS ENTRY STATION,37.9109,-119.2584,3031.2,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
TRUCKEE 2,39.3000,-120.1940,1950.7,45.0,126.0,94.0,0.0,USCA,HUC16,NaN
TAMARACK SUMMIT,37.1650,-119.2000,2301.2,63.8,119.0,86.0,2.8,USCA,HUC18,NaN
TENAYA LAKE,37.8380,-119.4480,2484.1,59.4,NaN,NaN,0.0,USCA,HUC18,NaN
TUOLUMNE MEADOWS,37.8730,-119.3500,2621.3,38.6,85.0,69.0,0.0,USCA,HUC18,NaN
TUNNEL GUARD STATION,36.3670,-118.2880,2712.7,27.4,101.0,68.0,0.5,USCA,HUC18,NaN
UPPER BURNT CORRAL,37.1836,-118.9378,2956.6,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
UPPER TYNDALL CREEK,36.6500,-118.3970,3474.7,43.7,90.0,65.0,0.0,USCA,HUC18,NaN
VOLCANIC KNOB,37.3880,-118.9030,3063.2,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
VIRGINIA LAKES RIDGE,38.0770,-119.2340,2834.6,35.3,105.0,70.0,0.0,USCA,HUC16,NaN
VAN VLECK,38.9440,-120.3061,2042.2,90.6,118.0,91.0,0.5,USCA,HUC18,NaN
WARD CREEK 3,39.1356,-120.2187,2057.4,88.4,110.0,89.0,1.8,USCA,HUC16,NaN
WHITE WOLF,37.8595,-119.6516,2407.9,61.7,NaN,NaN,0.5,USCA,HUC18,NaN
WET MEADOWS,36.3480,-118.5720,2728.0,60.5,118.0,102.0,0.0,USCA,HUC18,NaN
WEST WOODCHUCK MEADOW,37.0300,-118.9180,2773.7,68.1,108.0,77.0,-1.0,USCA,HUC18,NaN
Aiken Lake,56.4369,-125.7417,1050.0,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Azure River,52.5959,-119.7227,1640.1,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Barkerville,53.0573,-121.4918,1470.1,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Barnes Creek,50.0686,-118.3511,1620.0,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Blackwall Peak,49.0941,-120.7725,1940.1,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Boss Mountain Mine,52.1069,-120.8673,1460.0,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Burnt Bridge Creek,52.4809,-126.2478,1330.1,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Chilliwack River,49.0315,-121.7121,1620.0,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Dome Mountain,53.6269,-121.0169,1773.9,NaN,NaN,NaN,NaN,CABC,NaN,NaN
East Creek,50.6396,-116.9297,2030.0,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Floe Lake,51.0599,-116.1371,2090.0,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Grano Creek,49.5520,-118.6773,1869.9,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Green Mountain,50.7956,-122.9245,1780.0,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Hedrick Lake,54.1057,-121.0000,1129.9,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Jump Creek,48.9695,-124.2762,1160.1,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Kinaskan Lake,57.5787,-130.2627,1019.9,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Kostal Lake,52.2033,-120.0169,1770.0,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Lu Lake,54.1968,-126.3041,1300.0,NaN,NaN,NaN,NaN,CABC,NaN,NaN
McBride Upper,53.3060,-120.3193,1610.0,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Mission Creek,49.9447,-118.9497,1780.0,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Mission Ridge,50.7626,-122.2077,1850.1,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Molson Creek,52.2206,-118.2258,1934.9,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Morrissey Ridge,49.4472,-114.9750,1859.9,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Mosley Creek Upper,51.7762,-124.6218,1649.9,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Mount Cook,52.1821,-119.3227,1570.0,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Mount Revelstoke,51.0363,-118.1516,1850.1,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Mount Wells,53.7286,-126.4236,1489.9,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Moyie Mountain,49.2515,-115.7739,1834.9,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Nostetuko River,51.2432,-124.4596,1499.9,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Park Mountain,50.4496,-118.6186,1890.1,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Pine Pass,55.3530,-122.6373,1399.9,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Pulpit Lake,57.5486,-126.7483,1310.9,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Redfish Creek,49.6901,-117.0865,2100.1,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Revolution Creek,53.7842,-120.3752,1680.1,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Shedin Creek,55.8617,-127.6984,1480.1,NaN,NaN,NaN,NaN,CABC,NaN,NaN
St. Leon Creek,50.4342,-117.7012,1800.1,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Tahtsa Lake,53.5931,-127.6439,1300.0,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Tenquille Lake,50.5362,-122.9300,1680.1,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Tsai Creek,54.6459,-127.6743,1360.0,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Wahleach Lake,49.2327,-121.5799,1480.1,NaN,NaN,NaN,NaN,CABC,NaN,NaN
Wolf River Upper,49.7041,-125.6792,1489.9,NaN,NaN,NaN,NaN,CABC,NaN,NaN
