SnowToday Calculated SWE Summary Data : 2023-09-20
Column01 : site name
Column02 : latitude
Column03 : longitude
Column04 : elevation
Column05 : SWE (inches)
Column06 : percent of median long-term (25+yr) SWE
Column07 : daily change in SWE (inches)
Column08 : State
Column09 : HUC02
Column10 : HUC04
Name,Lat,Lon,Elev_m,SWE,normSWE,dSWE,State,HUC02,HUC04
BLACKCAP BASIN,37.0670,-118.7700,3139.4,11.6,NaN,0.0,USCA,HUC18,N/A
BEACH MEADOWS,36.1261,-118.2935,2331.7,0.0,NaN,0.0,USCA,HUC18,N/A
BIG FLAT,41.0800,-122.9420,1554.5,NaN,NaN,NaN,USCA,HUC18,N/A
BIG PINE CREEK,37.1279,-118.4782,2987.0,0.0,NaN,0.0,USCA,HUC18,N/A
BIG MEADOWS (DWR),36.7154,-118.8434,2316.5,NaN,NaN,NaN,USCA,HUC18,N/A
BUCKS LAKE,39.8500,-121.2420,1752.6,0.0,NaN,0.0,USCA,HUC18,N/A
BLACKS MOUNTAIN,40.7698,-121.1997,2148.8,NaN,NaN,NaN,USCA,HUC18,N/A
BLUE CANYON,39.2761,-120.7081,1609.3,0.0,NaN,0.0,USCA,HUC18,N/A
BLOODS CREEK,38.4500,-120.0330,2194.6,NaN,NaN,NaN,USCA,HUC18,N/A
BLUE LAKES,38.6130,-119.9310,2438.4,0.0,NaN,0.0,USCA,HUC18,N/A
BLACK SPRINGS,38.3750,-120.1920,1981.2,0.0,NaN,0.0,USCA,HUC18,N/A
BIG MEADOWS (SCS),39.4580,-119.9460,2651.8,0.0,NaN,0.0,USNV,HUC16,N/A
BONANZA KING,41.0830,-122.6280,1966.0,0.0,NaN,0.0,USCA,HUC18,N/A
BISHOP PASS,37.1000,-118.5570,3413.8,NaN,NaN,NaN,USCA,HUC18,N/A
BURNSIDE LAKE,38.7194,-119.8942,2477.7,0.0,NaN,0.0,USCA,HUC16,N/A
BETA,38.8000,-120.2000,2316.5,NaN,NaN,NaN,USCA,HUC18,N/A
CAPLES LAKE,38.7100,-120.0420,2438.4,0.0,NaN,0.0,USCA,HUC18,N/A
CRABTREE MEADOW,36.5637,-118.3479,3261.4,0.0,NaN,0.0,USCA,HUC18,N/A
CEDAR PASS,41.5830,-120.3030,2164.1,0.0,NaN,0.0,USCA,HUC18,N/A
CHILKOOT MEADOW,37.4100,-119.4900,2179.3,0.0,NaN,0.0,USCA,HUC18,N/A
CHAGOOPA PLATEAU,36.4971,-118.4467,3139.4,0.0,NaN,0.0,USCA,HUC18,N/A
CHARLOTTE LAKE,36.7777,-118.4266,3169.9,NaN,NaN,NaN,USCA,HUC18,N/A
CENT SIERRA SNOW LAB,39.3250,-120.3670,2103.1,0.0,NaN,0.0,USCA,HUC18,N/A
CASA VIEJA MEADOWS,36.1984,-118.2716,2529.8,0.0,NaN,0.0,USCA,HUC18,N/A
COTTONWOOD LAKES,36.4838,-118.1775,3093.7,0.0,NaN,0.0,USCA,HUC18,N/A
CROWDER FLAT,41.8934,-120.7519,1554.5,0.0,NaN,0.0,USCA,HUC18,N/A
CARSON PASS,38.6924,-120.0021,2546.0,0.0,NaN,0.0,USCA,HUC18,N/A
DANA MEADOWS,37.8970,-119.2570,2987.0,0.0,NaN,0.0,USCA,HUC18,N/A
DEADMAN CREEK,38.3316,-119.6541,2819.4,0.0,NaN,0.0,USCA,HUC18,N/A
DEVIL'S POSTPILE,37.6294,-119.0847,2307.0,0.0,NaN,0.0,USCA,HUC18,N/A
DISMAL SWAMP,41.9930,-120.1650,2148.8,0.0,NaN,0.0,USCA,HUC17,N/A
EBBETTS PASS,38.5610,-119.8080,2651.8,0.0,NaN,0.0,USCA,HUC16,N/A
ECHO PEAK 5,38.8490,-120.0790,2377.4,0.0,NaN,0.0,USCA,HUC16,N/A
FORESTDALE CREEK,38.6824,-119.9597,2443.6,0.0,NaN,0.0,USCA,HUC16,N/A
FALLEN LEAF LAKE,38.9320,-120.0560,1905.0,0.0,NaN,0.0,USCA,HUC16,N/A
FOUR TREES,39.8124,-121.3225,1569.7,0.0,NaN,0.0,USCA,HUC18,N/A
FORNI RIDGE,38.8050,-120.2130,2316.5,NaN,NaN,NaN,USCA,HUC18,N/A
FAREWELL GAP,36.4151,-118.5789,2895.6,NaN,NaN,NaN,USCA,HUC18,N/A
GEM PASS,37.7800,-119.1700,3276.6,NaN,NaN,NaN,USCA,HUC18,N/A
GIN FLAT,37.7670,-119.7730,2148.8,0.0,NaN,0.0,USCA,HUC18,N/A
GREEK STORE,39.0750,-120.5580,1706.9,0.0,NaN,0.0,USCA,HUC18,N/A
GIANT FOREST (USACE),36.5620,-118.7650,2026.9,0.0,NaN,0.0,USCA,HUC18,N/A
GIANELLI MEADOW,38.2043,-119.8932,2560.3,NaN,NaN,NaN,USCA,HUC18,N/A
GOLD LAKE,39.6748,-120.6172,2057.4,0.0,NaN,0.0,USCA,HUC18,N/A
GREEN MOUNTAIN,37.5550,-119.2380,2407.9,0.0,NaN,0.0,USCA,HUC18,N/A
GRAVEYARD MEADOW,37.4650,-119.2900,2103.1,0.0,NaN,0.0,USCA,HUC18,N/A
GRIZZLY RIDGE,39.9170,-120.6450,2103.1,0.0,NaN,0.0,USCA,HUC18,N/A
HAGANS MEADOW,38.8530,-119.9400,2438.4,0.0,NaN,0.0,USCA,HUC16,N/A
HIGHLAND MEADOW,38.4873,-119.8058,2651.8,NaN,NaN,NaN,USCA,HUC18,N/A
HIGHLAND LAKES,41.0930,-122.4830,1837.9,15.1,NaN,-1.2,USCA,HUC18,N/A
HUMBUG,40.1150,-121.3680,1981.2,0.0,NaN,0.0,USCA,HUC18,N/A
HUNTINGTON LAKE (USBR),37.2280,-119.2210,2133.6,NaN,NaN,NaN,USCA,HUC18,N/A
HORSE MEADOW (NRCS),38.8365,-119.8873,2608.2,0.0,NaN,0.0,USCA,HUC16,N/A
HARKNESS FLAT,40.4180,-121.2750,1889.8,NaN,NaN,NaN,USCA,HUC18,N/A
HORSE MEADOW,38.1580,-119.6620,2560.3,0.0,NaN,0.0,USCA,HUC18,N/A
HULL MTN,39.5333,-122.9483,1969.3,NaN,NaN,NaN,USCA,HUC18,N/A
HEAVENLY VALLEY,38.9290,-119.9170,2682.2,0.0,NaN,0.0,USCA,HUC16,N/A
HUYSINK,39.2820,-120.5270,2011.7,0.0,NaN,0.0,USCA,HUC18,N/A
INDEPENDENCE CAMP,39.4526,-120.2986,2133.6,0.0,NaN,0.0,USCA,HUC16,N/A
INDEPENDENCE LAKE (SCS),39.4350,-120.3220,2575.6,0.0,NaN,0.0,USCA,HUC16,N/A
INDEPENDENCE CREEK,39.4940,-120.2930,1981.2,0.0,NaN,0.0,USCA,HUC16,N/A
LOWER KIBBIE RIDGE,38.0320,-119.8770,2042.2,NaN,NaN,NaN,USCA,HUC18,N/A
KAISER POINT,37.3000,-119.1000,2804.2,0.0,NaN,0.0,USCA,HUC18,N/A
KETTLE ROCK,40.1400,-120.7150,2225.0,NaN,NaN,NaN,USCA,HUC18,N/A
LOBDELL LAKE,38.4400,-119.3770,2804.2,0.0,NaN,0.0,USCA,HUC16,N/A
LOWER LASSEN PEAK,40.4666,-121.5081,2514.6,0.0,NaN,0.0,USCA,HUC18,N/A
LAKE LOIS,38.9250,-120.1970,2621.3,NaN,NaN,NaN,USCA,HUC18,N/A
LEAVITT MEADOWS,38.3050,-119.5520,2194.6,0.0,NaN,0.0,USCA,HUC16,N/A
LEAVITT LAKE,38.2820,-119.6210,2926.1,0.0,NaN,0.0,USCA,HUC16,N/A
MAMMOTH PASS (LADWP),37.6100,-119.0330,2834.6,NaN,NaN,NaN,USCA,HUC18,N/A
MIDDLE BOULDER 3,41.2250,-122.8110,1889.8,NaN,NaN,NaN,USCA,HUC18,N/A
MUD LAKE,38.6150,-120.1400,2407.9,NaN,NaN,NaN,USCA,HUC18,N/A
MEADOW LAKE,39.4061,-120.5063,2194.6,NaN,NaN,NaN,USCA,HUC18,N/A
MEDICINE LAKE,41.5869,-121.6131,2042.2,0.0,NaN,0.0,USCA,HUC18,N/A
MAMMOTH PASS (USBR),37.6100,-119.0330,2834.6,NaN,NaN,NaN,USCA,HUC18,N/A
MONITOR PASS,38.6700,-119.6150,2545.1,0.0,NaN,0.0,USCA,HUC16,N/A
MARLETTE LAKE,39.1730,-119.9050,2438.4,0.0,NaN,0.0,USNV,HUC16,N/A
MOUNT ROSE SKI AREA,39.3260,-119.9020,2712.7,0.0,NaN,0.0,USNV,HUC16,N/A
MITCHELL MEADOW,36.7370,-118.7120,3017.5,NaN,NaN,NaN,USCA,HUC18,N/A
MUMBO BASIN,41.1970,-122.5230,1722.1,NaN,NaN,NaN,USCA,HUC18,N/A
NOEL SPRING,39.5380,-122.6670,1554.5,0.0,NaN,0.0,USCA,HUC18,N/A
PARADISE MEADOW,38.0470,-119.6700,2331.7,49.0,NaN,NaN,USCA,HUC18,N/A
PETERSON FLAT,41.3023,-122.5277,2179.3,NaN,NaN,NaN,USCA,HUC18,N/A
PILOT PEAK (DWR),39.7859,-120.8778,2072.6,0.0,NaN,0.0,USCA,HUC18,N/A
PASCOES,35.9670,-118.3500,2788.9,0.0,NaN,0.0,USCA,HUC18,N/A
PLASKETT MEADOWS,39.7250,-122.8500,1828.8,NaN,NaN,NaN,USCA,HUC18,N/A
POISON FLAT,38.5010,-119.6310,2407.9,0.0,NaN,0.0,USCA,HUC16,N/A
POISON RIDGE,37.4030,-119.5200,2103.1,0.0,NaN,0.0,USCA,HUC18,N/A
QUAKING ASPEN,36.1175,-118.5399,2194.6,NaN,NaN,NaN,USCA,HUC18,N/A
ROBBS SADDLE,38.9115,-120.3793,1798.3,0.0,NaN,0.0,USCA,HUC18,N/A
ROBBS POWERHOUSE,38.9024,-120.3765,1569.7,0.0,NaN,0.0,USCA,HUC18,N/A
ROBINSON COW CAMP,39.6219,-120.6800,1975.1,NaN,NaN,NaN,USCA,HUC18,N/A
ROCK CREEK LAKES,37.4573,-118.7351,2956.6,0.0,NaN,0.0,USCA,HUC18,N/A
LOWER RELIEF VALLEY,38.2430,-119.7580,2468.9,NaN,NaN,NaN,USCA,HUC18,N/A
RUBICON PEAK 2,39.0010,-120.1400,2286.0,0.0,NaN,0.0,USCA,HUC16,N/A
RED ROCK MOUNTAIN,41.0230,-122.8850,2042.2,0.0,NaN,0.0,USCA,HUC18,N/A
RATTLESNAKE,40.1250,-121.0430,1859.3,0.0,NaN,0.0,USCA,HUC18,N/A
SCHNEIDERS,38.7470,-120.0680,2667.0,NaN,NaN,NaN,USCA,HUC18,N/A
SCOTT MOUNTAIN,41.2720,-122.7180,1798.3,NaN,NaN,NaN,USCA,HUC18,N/A
SAND FLAT,41.3504,-122.2464,2057.4,NaN,NaN,NaN,USCA,HUC18,N/A
SUMMIT MEADOW,38.3975,-119.5356,2838.6,0.0,NaN,0.0,USCA,HUC16,N/A
SHIMMY LAKE,41.0080,-122.8000,1950.7,0.0,NaN,0.0,USCA,HUC18,N/A
SILVER LAKE,38.6780,-120.1180,2164.1,0.0,NaN,0.0,USCA,HUC18,N/A
SLIDE CANYON,38.0920,-119.4300,2804.2,NaN,NaN,NaN,USCA,HUC18,N/A
SOUTH LAKE,37.1759,-118.5627,2926.1,0.0,NaN,0.0,USCA,HUC18,N/A
STANISLAUS MEADOW,38.5055,-119.9373,2362.2,NaN,NaN,NaN,USCA,HUC18,N/A
SLATE CREEK,41.0450,-122.4780,1737.4,0.0,NaN,0.0,USCA,HUC18,N/A
SNOW FLAT,37.8270,-119.4970,2651.8,NaN,NaN,NaN,USCA,HUC18,N/A
SNOW MOUNTAIN,40.7780,-121.7820,1813.6,0.0,NaN,0.0,USCA,HUC18,N/A
SONORA PASS BRIDGE,38.3180,-119.6010,2667.0,NaN,NaN,NaN,USCA,HUC16,N/A
SPRATT CREEK,38.6663,-119.8174,1874.5,0.0,NaN,0.0,USCA,HUC16,N/A
SQUAW VALLEY GOLD COAST,39.1940,-120.2760,2499.4,0.0,NaN,0.0,USCA,HUC16,N/A
SIERRA SNOW LAB,39.3190,-120.3670,2118.4,NaN,NaN,NaN,USCA,HUC18,N/A
STATE LAKES,36.9270,-118.5740,3139.4,NaN,NaN,NaN,USCA,HUC18,N/A
STOUTS MEADOW,41.1700,-121.9380,1645.9,NaN,NaN,NaN,USCA,HUC18,N/A
OSTRANDER LAKE,37.6370,-119.5500,2499.4,0.0,NaN,0.0,USCA,HUC18,N/A
SAWMILL,37.1619,-118.5625,3109.0,0.0,NaN,0.0,USCA,HUC18,N/A
TAHOE CITY CROSS,39.1714,-120.1547,2057.4,0.0,NaN,0.0,USCA,HUC16,N/A
TIOGA PASS ENTRY STATION,37.9109,-119.2584,3031.2,NaN,NaN,NaN,USCA,HUC18,N/A
TRUCKEE 2,39.3000,-120.1940,1950.7,0.0,NaN,0.0,USCA,HUC16,N/A
TAMARACK SUMMIT,37.1650,-119.2000,2301.2,0.0,NaN,0.0,USCA,HUC18,N/A
TENAYA LAKE,37.8380,-119.4480,2484.1,0.0,NaN,0.0,USCA,HUC18,N/A
TUOLUMNE MEADOWS,37.8730,-119.3500,2621.3,0.0,NaN,0.0,USCA,HUC18,N/A
TUNNEL GUARD STATION,36.3670,-118.2880,2712.7,0.0,NaN,0.0,USCA,HUC18,N/A
UPPER BURNT CORRAL,37.1836,-118.9378,2956.6,0.0,NaN,0.0,USCA,HUC18,N/A
UPPER TYNDALL CREEK,36.6500,-118.3970,3474.7,0.0,NaN,0.0,USCA,HUC18,N/A
VOLCANIC KNOB,37.3880,-118.9030,3063.2,0.0,NaN,0.0,USCA,HUC18,N/A
VIRGINIA LAKES RIDGE,38.0770,-119.2340,2834.6,0.0,NaN,0.0,USCA,HUC16,N/A
VAN VLECK,38.9440,-120.3061,2042.2,NaN,NaN,NaN,USCA,HUC18,N/A
WARD CREEK 3,39.1356,-120.2187,2057.4,0.0,NaN,0.0,USCA,HUC16,N/A
WHITE WOLF,37.8595,-119.6516,2407.9,0.0,NaN,0.0,USCA,HUC18,N/A
WET MEADOWS,36.3480,-118.5720,2728.0,0.0,NaN,0.0,USCA,HUC18,N/A
WEST WOODCHUCK MEADOW,37.0300,-118.9180,2773.7,NaN,NaN,NaN,USCA,HUC18,N/A
Aiken Lake,56.4369,-125.7417,1050.0,NaN,NaN,NaN,CABC,N/A,N/A
Azure River,52.5959,-119.7227,1640.1,NaN,NaN,NaN,CABC,N/A,N/A
Barkerville,53.0573,-121.4918,1470.1,NaN,NaN,NaN,CABC,N/A,N/A
Barnes Creek,50.0686,-118.3511,1620.0,NaN,NaN,NaN,CABC,HUC17,N/A
Blackwall Peak,49.0941,-120.7725,1940.1,NaN,NaN,NaN,CABC,HUC17,N/A
Boss Mountain Mine,52.1069,-120.8673,1460.0,NaN,NaN,NaN,CABC,N/A,N/A
Burnt Bridge Creek,52.4809,-126.2478,1330.1,NaN,NaN,NaN,CABC,N/A,N/A
Chilliwack River,49.0315,-121.7121,1620.0,NaN,NaN,NaN,CABC,HUC17,N/A
Dome Mountain,53.6269,-121.0169,1773.9,NaN,NaN,NaN,CABC,N/A,N/A
East Creek,50.6396,-116.9297,2030.0,NaN,NaN,NaN,CABC,HUC17,N/A
Floe Lake,51.0599,-116.1371,2090.0,NaN,NaN,NaN,CABC,HUC17,N/A
Grano Creek,49.5520,-118.6773,1869.9,NaN,NaN,NaN,CABC,HUC17,N/A
Green Mountain,50.7956,-122.9245,1780.0,NaN,NaN,NaN,CABC,N/A,N/A
Hedrick Lake,54.1057,-121.0000,1129.9,NaN,NaN,NaN,CABC,N/A,N/A
Jump Creek,48.9695,-124.2762,1160.1,NaN,NaN,NaN,CABC,N/A,N/A
Kinaskan Lake,57.5787,-130.2627,1019.9,NaN,NaN,NaN,CABC,N/A,N/A
Kostal Lake,52.2033,-120.0169,1770.0,NaN,NaN,NaN,CABC,N/A,N/A
Lu Lake,54.1968,-126.3041,1300.0,NaN,NaN,NaN,CABC,N/A,N/A
McBride Upper,53.3060,-120.3193,1610.0,NaN,NaN,NaN,CABC,N/A,N/A
Mission Creek,49.9447,-118.9497,1780.0,NaN,NaN,NaN,CABC,HUC17,N/A
Mission Ridge,50.7626,-122.2077,1850.1,NaN,NaN,NaN,CABC,N/A,N/A
Molson Creek,52.2206,-118.2258,1934.9,NaN,NaN,NaN,CABC,HUC17,N/A
Morrissey Ridge,49.4472,-114.9750,1859.9,NaN,NaN,NaN,CABC,HUC17,N/A
Mosley Creek Upper,51.7762,-124.6218,1649.9,NaN,NaN,NaN,CABC,N/A,N/A
Mount Cook,52.1821,-119.3227,1570.0,NaN,NaN,NaN,CABC,N/A,N/A
Mount Revelstoke,51.0363,-118.1516,1850.1,NaN,NaN,NaN,CABC,HUC17,N/A
Mount Wells,53.7286,-126.4236,1489.9,NaN,NaN,NaN,CABC,N/A,N/A
Moyie Mountain,49.2515,-115.7739,1834.9,NaN,NaN,NaN,CABC,HUC17,N/A
Nostetuko River,51.2432,-124.4596,1499.9,NaN,NaN,NaN,CABC,N/A,N/A
Park Mountain,50.4496,-118.6186,1890.1,NaN,NaN,NaN,CABC,N/A,N/A
Pine Pass,55.3530,-122.6373,1399.9,NaN,NaN,NaN,CABC,N/A,N/A
Pulpit Lake,57.5486,-126.7483,1310.9,NaN,NaN,NaN,CABC,N/A,N/A
Redfish Creek,49.6901,-117.0865,2100.1,NaN,NaN,NaN,CABC,HUC17,N/A
Revolution Creek,53.7842,-120.3752,1680.1,NaN,NaN,NaN,CABC,N/A,N/A
Shedin Creek,55.8617,-127.6984,1480.1,NaN,NaN,NaN,CABC,N/A,N/A
St. Leon Creek,50.4342,-117.7012,1800.1,NaN,NaN,NaN,CABC,HUC17,N/A
Tahtsa Lake,53.5931,-127.6439,1300.0,NaN,NaN,NaN,CABC,N/A,N/A
Tenquille Lake,50.5362,-122.9300,1680.1,NaN,NaN,NaN,CABC,N/A,N/A
Tsai Creek,54.6459,-127.6743,1360.0,NaN,NaN,NaN,CABC,N/A,N/A
Wahleach Lake,49.2327,-121.5799,1480.1,NaN,NaN,NaN,CABC,N/A,N/A
Wolf River Upper,49.7041,-125.6792,1489.9,NaN,NaN,NaN,CABC,N/A,N/A
